checklist_id,observer_id,sampling_event_identifier,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,time_observations_started,duration_minutes,effort_distance_km,number_observers,norbob,whiibi,woothr,route_id,bbs,type
G3231382,"obs946417,obs56780","S46008264,S46012233",US-SC,L7464071,32.9245242,-79.7129906,Stationary,TRUE,2018-05-25,10.983333333333333,8,0,2,0,0,0,NA,0,train
G3231379,"obs946417,obs56780","S46008749,S46012213",US-SC,L7464155,32.8907,-79.7561548,Traveling,TRUE,2018-05-25,11.3,5,0.161,2,0,0,0,NA,0,train
G3231378,"obs946417,obs56780","S46009079,S46012206",US-SC,L7464221,32.8788517,-79.7661748,Stationary,TRUE,2018-05-25,11.483333333333333,5,0,2,0,0,0,NA,0,train
G3231377,"obs946417,obs56780","S46009245,S46012187",US-SC,L7464263,32.8767493,-79.7706233,Stationary,TRUE,2018-05-25,11.616666666666667,5,0,2,0,0,0,NA,0,train
G3231376,"obs946417,obs56780","S46009648,S46017256",US-SC,L7464333,32.8955385,-79.7786753,Stationary,TRUE,2018-05-25,11.85,6,0,2,0,0,0,NA,0,train
G3242475,"obs114446,obs235781","S46009864,S46122040",US-NC,L7464366,35.732389,-75.500652,Traveling,TRUE,2018-05-25,10.933333333333334,21,0.302,3,0,0,0,NA,0,train
G3242476,"obs114446,obs235781","S46009869,S46122041",US-NC,L2573474,35.7732576,-75.5264568,Traveling,TRUE,2018-05-25,11.716666666666667,18,1.043,2,0,5,0,NA,0,train
G3231282,"obs378275,obs407040","S46010972,S46010990",US-VA,L1853301,36.7987255,-76.3080028,Traveling,TRUE,2018-05-25,12.1,47,1.754,2,0,0,0,NA,0,train
G3231575,"obs46468,obs167775","S46013492,S46015025",US-FL,L231988,30.3713664,-81.4073128,Traveling,TRUE,2018-05-25,6.166666666666667,140,2.816,2,0,30,0,NA,0,train
G3232217,"obs407040,obs378275,obs60808,obs163792","S46014775,S46021993,S46046636,S46047817",US-NC,L988995,35.766015,-75.5257702,Stationary,TRUE,2018-05-25,15.183333333333334,18,0,2,0,3,0,NA,0,train
G3231722,"obs1100910,obs520530,obs1101049","S46015040,S46017186,S46025436",US-SC,L7458674,32.59757,-80.132224,Traveling,TRUE,2018-05-25,15.416666666666666,17,0.485,3,0,0,0,NA,0,train
G3232654,"obs407040,obs378275,obs60808,obs163792","S46015236,S46025352,S46046619,S46047820",US-NC,L7465554,35.7309717,-75.4998441,Traveling,TRUE,2018-05-25,15.766666666666667,2,1.529,4,0,1,0,NA,0,train
G3232216,"obs407040,obs378275,obs163792,obs60808","S46016916,S46021992,S46047818,S46050007",US-NC,L7465909,35.5614383,-75.4723222,Traveling,TRUE,2018-05-25,16.866666666666667,10,0.354,4,0,0,0,NA,0,train
G3232215,"obs407040,obs378275,obs358441,obs163792,obs60808","S46019222,S46021988,S46025709,S46025880,S46046631",US-NC,L7466336,35.2302317,-75.5285905,Traveling,TRUE,2018-05-25,18.083333333333332,43,1.722,6,0,0,0,NA,0,train
G3232797,"obs351904,obs839767,obs503027","S46019255,S46027007,S46029241",US-AL,L835964,31.9848464,-85.1088899,Traveling,TRUE,2018-05-25,11.75,60,3.219,4,0,0,0,NA,0,train
G3232360,"obs1100910,obs520530,obs1101049","S46019461,S46023622,S46025435",US-SC,L7466380,32.616981,-80.02482,Traveling,TRUE,2018-05-25,17.733333333333334,76,2.9,3,0,0,0,NA,0,train
G3232049,"obs56780,obs946417","S46020307,S46401060",US-SC,L7464407,32.8825189,-79.7861215,Stationary,TRUE,2018-05-25,12.083333333333334,5,0,2,0,0,0,NA,0,train
G3232093,"obs56780,obs946417","S46020802,S46020859",US-SC,L6766578,32.8519688,-79.795933,Stationary,TRUE,2018-05-25,9.35,5,0,2,0,0,0,NA,0,train
G3239957,"obs413916,obs415085,obs901597","S46020925,S46097718,S46134738",US-NC,L1421531,35.7189502,-75.4928717,Stationary,TRUE,2018-05-25,19.85,10,0,3,0,0,0,NA,0,train
G3232301,"obs456630,obs491658","S46021597,S46022897",US-SC,L2116701,33.8488889,-78.5747222,Traveling,TRUE,2018-05-25,6,195,2.253,2,0,0,0,NA,0,train
G3232254,"obs235370,obs239079","S46021873,S46022522",US-SC,L449889,32.7924697,-79.895196,Traveling,TRUE,2018-05-25,19.233333333333334,76,0.161,2,0,4,0,NA,0,train
G3232244,"obs295637,obs943480","S46022319,S46022320",US-SC,L2025528,33.0783812,-80.0105014,Stationary,TRUE,2018-05-25,19.666666666666668,5,0,2,0,0,0,NA,0,train
G3566440,"obs545110,obs454595","S46022642,S49712349",US-FL,L3996520,30.281406,-81.445197,Traveling,TRUE,2018-05-25,21.1,20,0.805,2,0,0,0,NA,0,train
G3239777,"obs415085,obs413916","S46028217,S46096016",US-NC,L1192916,35.208571,-75.7029033,Traveling,TRUE,2018-05-26,5.55,16,4.414,2,0,0,0,NA,0,train
G3233013,"obs160195,obs1103764","S46029188,S46029189",US-NC,L506738,34.0890613,-78.2933807,Traveling,TRUE,2018-05-25,9.833333333333334,97,1.046,2,0,0,0,NA,0,train
G3233016,"obs160195,obs1103764","S46029206,S46029207",US-NC,L7468184,34.0307008,-78.0673026,Stationary,TRUE,2018-05-25,12.283333333333333,15,0,2,0,0,0,NA,0,train
G3233018,"obs160195,obs1103764","S46029211,S46029212",US-NC,L927721,34.0208928,-78.0637729,Traveling,TRUE,2018-05-25,12.7,73,1.207,2,0,0,0,NA,0,train
G3233019,"obs160195,obs1103764","S46029214,S46029215",US-NC,L7468186,34.0287793,-78.0666198,Stationary,TRUE,2018-05-25,14.866666666666667,9,0,2,0,0,0,NA,0,train
G3233021,"obs160195,obs1103764","S46029225,S46029226",US-NC,L7468190,34.2539962,-77.8457899,Stationary,TRUE,2018-05-25,15.833333333333334,9,0,2,0,0,0,NA,0,train
G3233022,"obs160195,obs1103764","S46029231,S46029232",US-NC,L243650,34.0499847,-77.9176247,Traveling,TRUE,2018-05-25,17.016666666666666,171,2.221,3,0,0,0,NA,0,train
G3233139,"obs295637,obs943480,obs1140159","S46030687,S46030693,S47721082",US-SC,L7468432,33.4811227,-80.7548547,Stationary,TRUE,2018-05-24,12.5,5,0,3,0,0,0,NA,0,train
G3237991,"obs532788,obs548029","S46030847,S46079703",US-SC,L5372430,33.399365,-81.897642,Stationary,TRUE,2018-05-26,8.483333333333333,5,0,2,0,0,0,NA,0,train
G3559469,"obs22878,obs436032","S46031078,S49651141",US-SC,L1740979,33.2297,-81.78761,Traveling,TRUE,2018-05-26,7.916666666666667,44,2.366,4,0,0,0,NA,0,train
G3237990,"obs532788,obs548029","S46031129,S46079696",US-SC,L5372459,33.386987,-81.916554,Stationary,TRUE,2018-05-26,8.666666666666666,5,0,2,0,0,0,NA,0,train
G3237989,"obs532788,obs548029","S46031488,S46079693",US-SC,L5372497,33.377037,-81.924494,Stationary,TRUE,2018-05-26,8.883333333333333,6,0,2,0,0,0,NA,0,train
G3233268,"obs235370,obs239079","S46032255,S46032736",US-SC,L3033387,32.797005,-80.138893,Traveling,TRUE,2018-05-26,9.466666666666667,3,0.161,2,0,0,0,NA,0,train
G3233265,"obs295637,obs943480,obs1140159","S46032670,S46032671,S47721083",US-SC,L2025528,33.0783812,-80.0105014,Stationary,TRUE,2018-05-26,9.666666666666666,5,0,3,0,0,0,NA,0,train
G3246854,"obs1100910,obs520530,obs1101049","S46033186,S46169389,S46170642",US-SC,L7458674,32.59757,-80.132224,Traveling,TRUE,2018-05-26,9.583333333333334,28,0.663,3,0,0,0,NA,0,train
G3233296,"obs358201,obs358186","S46033246,S46033247",US-NC,L7464955,35.2363391,-75.6048032,Traveling,TRUE,2018-05-26,8.45,98,2.672,2,0,0,0,NA,0,train
G3233314,"obs282226,obs127114","S46033477,S46033513",US-GA,L2525382,31.8080338,-84.0555933,Traveling,TRUE,2018-05-26,8.566666666666666,79,4.023,2,3,0,0,NA,0,train
G3559467,"obs22878,obs436032","S46033484,S49651139",US-SC,L1740979,33.2297,-81.78761,Traveling,TRUE,2018-05-26,8.733333333333333,91,4.061,1,2,0,0,NA,0,train
G3233330,"obs282226,obs127114","S46033889,S46033912",US-GA,L7469154,31.599005,-84.18957,Stationary,TRUE,2018-05-26,10.383333333333333,8,0,2,0,0,0,NA,0,train
G3233351,"obs235370,obs239079","S46034404,S46034446",US-SC,L7469259,32.577999,-80.32438,Stationary,TRUE,2018-05-26,10.35,24,0,2,0,0,0,NA,0,train
G3559466,"obs22878,obs436032","S46034712,S49651138",US-SC,L1740979,33.2297,-81.78761,Traveling,TRUE,2018-05-26,10.25,40,3.113,1,0,0,0,NA,0,train
G3233421,"obs350162,obs496807","S46034774,S46035391",US-VA,L3450133,36.8639362,-76.1008774,Stationary,TRUE,2018-05-25,17.333333333333332,90,0,2,0,0,0,NA,0,train
G3233747,"obs789563,obs1054548","S46035279,S46038945",US-FL,L627793,30.4036824,-84.3079448,Traveling,TRUE,2018-05-26,9.333333333333334,116,3.571,2,0,1,0,NA,0,train
G3559465,"obs22878,obs436032","S46036076,S49651134",US-SC,L1740979,33.2297,-81.78761,Traveling,TRUE,2018-05-26,10.933333333333334,43,3.719,1,0,0,0,NA,0,train
G3233745,"obs1054548,obs789563","S46036829,S46038942",US-FL,L1328671,30.4297796,-84.3005751,Traveling,TRUE,2018-05-26,11.433333333333334,37,0.577,2,0,0,0,NA,0,train
G3236191,"obs293444,obs1108823","S46037246,S46063008",US-SC,L7469782,32.1589017,-80.7810116,Stationary,TRUE,2018-05-25,8.5,45,0,5,0,43,0,NA,0,train
G3236036,"obs142046,obs221743,obs166832,obs437525","S46038472,S46060879,S46073316,S46229895",US-VA,L7470207,36.962506,-77.091715,Traveling,TRUE,2018-05-22,16.883333333333333,105,0.805,1,0,0,0,NA,0,train
G3233706,"obs358201,obs358186","S46038511,S46038512",US-NC,L1169550,35.2238161,-75.6431222,Traveling,TRUE,2018-05-26,11.45,93,1.899,2,0,0,0,NA,0,train
G3236037,"obs142046,obs221743,obs166832,obs437525","S46038541,S46060883,S46073304,S46229898",US-VA,L7470225,36.963512,-77.063982,Stationary,TRUE,2018-05-22,18.683333333333334,15,0,1,0,0,0,NA,0,train
G3236039,"obs142046,obs221743,obs166832,obs437525","S46039012,S46060893,S46073261,S46229973",US-VA,L7470317,36.972974,-77.073727,Traveling,TRUE,2018-05-23,10.683333333333334,63,0.322,10,1,0,0,NA,0,train
G3236040,"obs142046,obs221743,obs166832,obs437525","S46039047,S46060899,S46073249,S46229997",US-VA,L7470325,36.952751,-77.080891,Traveling,TRUE,2018-05-23,12.133333333333333,50,0.322,10,0,0,1,NA,0,train
G3237987,"obs532788,obs548029","S46040314,S46079688",US-GA,L5372809,33.385737,-81.967286,Stationary,TRUE,2018-05-26,13.95,5,0,2,0,0,0,NA,0,train
G3258368,"obs191893,obs425164","S46040334,S46300436",US-FL,L1778468,30.4858704,-84.2007637,Traveling,TRUE,2018-05-26,8,120,4.828,6,0,0,0,NA,0,train
G3237986,"obs532788,obs548029","S46041053,S46079682",US-GA,L5372892,33.383072,-81.958278,Stationary,TRUE,2018-05-26,14.383333333333333,5,0,2,0,0,0,NA,0,train
G3233994,"obs358201,obs358186","S46041139,S46041140",US-NC,L365397,35.252658,-75.533991,Traveling,TRUE,2018-05-26,13.766666666666667,46,1.416,2,0,0,0,NA,0,train
G3237985,"obs532788,obs548029","S46041819,S46079681",US-GA,L5372954,33.391082,-81.96208,Stationary,TRUE,2018-05-26,14.816666666666666,5,0,2,0,0,0,NA,0,train
G3234045,"obs358201,obs358186","S46042209,S46042210",US-NC,L2674859,35.2474098,-75.5380386,Traveling,TRUE,2018-05-26,14.833333333333334,19,0.644,2,0,0,0,NA,0,train
G3241810,"obs359524,obs324339","S46042397,S46117295",US-SC,L894430,32.76873,-80.45185,Traveling,TRUE,2018-05-26,15.233333333333333,19,1.609,2,0,0,0,NA,0,train
G3237984,"obs532788,obs548029","S46043082,S46079674",US-GA,L5373106,33.440211,-81.976363,Stationary,TRUE,2018-05-26,15.616666666666667,5,0,2,0,0,0,NA,0,train
G3234142,"obs358201,obs358186","S46043213,S46043214",US-NC,L365399,35.254639,-75.52154,Traveling,TRUE,2018-05-26,15.35,26,0.676,2,0,0,0,NA,0,train
G3237983,"obs532788,obs548029","S46043328,S46079668",US-GA,L5373149,33.440762,-81.96445,Stationary,TRUE,2018-05-26,15.783333333333333,5,0,2,0,0,0,NA,0,train
G3234173,"obs235370,obs564286,obs239079","S46043573,S46043658,S46052881",US-SC,L7471281,32.5780928,-80.3243963,Stationary,TRUE,2018-05-26,15.616666666666667,22,0,3,0,0,0,NA,0,train
G3237982,"obs532788,obs548029","S46043575,S46079661",US-GA,L5373194,33.449972,-81.959597,Stationary,TRUE,2018-05-26,15.933333333333334,5,0,2,0,0,0,NA,0,train
G3234967,"obs266479,obs980598","S46043875,S46052100",US-MS,L7471318,31.322912,-89.387664,Stationary,TRUE,2018-05-26,10.016666666666667,6,0,1,0,0,0,NA,0,train
G3237981,"obs532788,obs548029","S46044142,S46079655",US-GA,L5372591,33.432221,-81.939257,Stationary,TRUE,2018-05-26,16.25,5,0,2,0,0,0,NA,0,train
G3237980,"obs532788,obs548029","S46044513,S46079653",US-GA,L5372640,33.417784,-81.946298,Stationary,TRUE,2018-05-26,16.45,5,0,2,0,0,0,NA,0,train
G3237978,"obs532788,obs548029","S46044836,S46079642",US-GA,L5372684,33.41161,-81.950775,Stationary,TRUE,2018-05-26,16.666666666666668,5,0,2,0,2,0,NA,0,train
G3234639,"obs765221,obs759004","S46044916,S46049493",US-SC,L612115,32.2415556,-80.6863701,Traveling,TRUE,2018-05-26,10.866666666666667,138,1.304,2,0,0,0,NA,0,train
G3234313,"obs527783,obs112729","S46045070,S46045123",US-VA,L764015,37.1413666,-76.6860294,Traveling,TRUE,2018-05-26,7.5,180,0.966,2,0,0,0,NA,0,train
G3234368,"obs527783,obs112729","S46045799,S46045812",US-VA,L5481626,37.139298,-76.6760395,Traveling,TRUE,2018-05-26,10.5,180,3.219,2,0,0,0,NA,0,train
G3257676,"obs151452,obs290930","S46047289,S46292471",US-SC,L7472220,33.412248,-80.668147,Stationary,TRUE,2018-05-26,17.866666666666667,11,0,3,0,0,0,NA,0,train
G3238418,"obs961971,obs1002632","S46047792,S46083169",US-SC,L462851,32.7913603,-80.1975989,Traveling,TRUE,2018-05-26,9,150,4.023,2,0,0,0,NA,0,train
G3234574,"obs127114,obs282226","S46048528,S46048536",US-GA,L7195656,31.3905164,-84.3931425,Stationary,TRUE,2018-05-26,11.25,25,0,2,1,0,0,NA,0,train
G3234636,"obs761794,obs839377","S46049128,S46049502",US-SC,L109522,33.218,-80.347,Traveling,TRUE,2018-05-26,12.75,68,2.746,2,0,0,0,NA,0,train
G3239955,"obs413916,obs415085,obs901597","S46050580,S46097715,S46134736",US-NC,L7472906,35.205329,-75.703265,Stationary,TRUE,2018-05-26,19.3,30,0,3,0,0,0,NA,0,train
G3236486,"obs530630,obs745650","S46050599,S46066877",US-NC,L7472907,35.510245,-78.312106,Traveling,TRUE,2018-05-26,17.483333333333334,20,0.402,1,0,0,0,NA,0,train
G3239954,"obs413916,obs415085,obs901597","S46050812,S46097689,S46134734",US-NC,L7472939,35.21514,-75.683115,Stationary,TRUE,2018-05-26,20.116666666666667,8,0,3,0,0,0,NA,0,train
G3235077,"obs235370,obs564286,obs239079","S46052847,S46052858,S46052885",US-SC,L6641227,32.6176893,-80.3477383,Traveling,TRUE,2018-05-26,19.666666666666668,111,2.897,3,0,0,0,NA,0,train
G3235333,"obs350162,obs496807","S46054898,S46054925",US-VA,L3450133,36.8639362,-76.1008774,Stationary,TRUE,2018-05-26,15,80,0,2,0,0,0,NA,0,train
G3235363,"obs350162,obs496807","S46054963,S46055151",US-VA,L7473661,36.8497409,-76.0304278,Stationary,TRUE,2018-05-26,17.833333333333332,65,0,2,0,0,0,NA,0,train
G3235362,"obs350162,obs496807","S46055091,S46055132",US-VA,L6322611,36.8569952,-76.1000204,Traveling,TRUE,2018-05-26,19.25,20,0.805,2,0,0,0,NA,0,train
G3235862,"obs160195,obs1103764","S46059114,S46059115",US-NC,L7474610,35.4904216,-77.1057124,Stationary,TRUE,2018-05-26,12.883333333333333,13,0,3,0,0,0,NA,0,train
G3235870,"obs160195,obs1103764","S46059163,S46059164",US-NC,L7474627,35.8503302,-76.7551308,Stationary,TRUE,2018-05-26,13.85,20,0,3,0,0,0,NA,0,train
G3235875,"obs160195,obs1103764","S46059181,S46059182",US-NC,L7474631,35.9341854,-75.6093632,Traveling,TRUE,2018-05-26,18.45,68,0.483,4,0,0,0,NA,0,train
G3236185,"obs49603,obs170053","S46062948,S46062949",US-SC,L894430,32.76873,-80.45185,Traveling,TRUE,2018-05-27,7.483333333333333,146,3.267,2,0,0,0,NA,0,train
G3239952,"obs413916,obs415085,obs901597","S46064471,S46097687,S46134729",US-NC,L1663502,35.7156212,-75.4935891,Traveling,TRUE,2018-05-27,9.616666666666667,72,0.805,3,0,2,0,NA,0,train
G3239951,"obs413916,obs415085,obs901597","S46064858,S46097686,S46134728",US-NC,L365394,35.693971,-75.485696,Stationary,TRUE,2018-05-27,11,1,0,3,0,0,0,NA,0,train
G3236972,"obs411273,obs783550","S46065151,S46077163",US-AL,L5776169,32.5889137,-85.494774,Traveling,TRUE,2018-05-27,9.166666666666666,59,2.189,2,0,0,0,NA,0,train
G3239009,"obs556891,obs457196","S46065622,S46087493",US-VA,L7475915,36.696312,-75.99658,Stationary,TRUE,2018-05-27,11.133333333333333,20,0,2,0,0,0,NA,0,train
G3239734,"obs195124,obs583344","S46066305,S46095499",US-SC,L462851,32.7913603,-80.1975989,Traveling,TRUE,2018-05-27,8.666666666666666,190,4.023,2,0,0,0,NA,0,train
G3236777,"obs421019,obs422707","S46068706,S46069925",US-GA,L2323084,30.7542928,-84.7253501,Stationary,TRUE,2018-05-26,7.25,110,0,2,0,0,0,NA,0,train
G3236779,"obs421019,obs422707","S46068745,S46069952",US-GA,L2323084,30.7542928,-84.7253501,Stationary,TRUE,2018-05-27,6,240,0,2,1,0,0,NA,0,train
G3239007,"obs556891,obs457196","S46069747,S46087487",US-NC,L7476773,36.512565,-75.934388,Stationary,TRUE,2018-05-27,13.233333333333333,24,0,2,0,0,0,NA,0,train
G3239947,"obs413916,obs415085","S46070012,S46097681",US-NC,L365397,35.252658,-75.533991,Traveling,TRUE,2018-05-27,13.333333333333334,27,0.402,2,0,0,0,NA,0,train
G3239946,"obs413916,obs415085","S46071136,S46097680",US-NC,L2674859,35.2474098,-75.5380386,Traveling,TRUE,2018-05-27,14.133333333333333,28,0.805,2,0,0,0,NA,0,train
G3236970,"obs235370,obs239079","S46071253,S46071847",US-SC,L4608781,32.7530466,-79.9160481,Stationary,TRUE,2018-05-27,14.016666666666667,24,0,2,0,0,0,NA,0,train
G3245311,"obs765221,obs759004","S46074644,S46150326",US-SC,L7473183,32.152994,-80.729369,Stationary,TRUE,2018-05-27,13.716666666666667,67,0,2,0,0,0,NA,0,train
G3246972,"obs823814,obs591231,obs1108582","S46081144,S46171373,S46177235",US-SC,L7478958,32.160028,-80.7600689,Stationary,TRUE,2018-05-26,17.416666666666668,60,0,4,0,0,0,NA,0,train
G3240386,"obs361533,obs800924","S46081564,S46102544",US-NC,L7479066,35.938747,-75.61691,Stationary,TRUE,2018-05-27,17.966666666666665,37,0,2,0,0,0,NA,0,train
G3238400,"obs350162,obs496807","S46081910,S46082952",US-VA,L6322611,36.8569952,-76.1000204,Stationary,TRUE,2018-05-27,18.25,30,0,2,0,0,0,NA,0,train
G3238272,"obs197280,obs198055","S46081955,S46081956",US-SC,L6763884,32.8539649,-79.9042675,Traveling,TRUE,2018-05-27,19.6,43,1.883,2,0,0,0,NA,0,train
G3240385,"obs361533,obs800924","S46082206,S46102541",US-NC,L7479167,36.288287,-75.804816,Stationary,TRUE,2018-05-27,20.15,10,0,2,0,0,0,NA,0,train
G3240383,"obs361533,obs800924","S46083098,S46102530",US-NC,L7479167,36.288287,-75.804816,Stationary,TRUE,2018-05-27,20.466666666666665,18,0,6,0,0,0,NA,0,train
G3239945,"obs413916,obs415085,obs901597","S46089962,S46097679,S46134722",US-VA,L655272,36.7154946,-76.542778,Stationary,TRUE,2018-05-28,6.166666666666667,31,0,3,0,0,0,NA,0,train
G3239339,"obs358201,obs358186","S46090419,S46090420",US-NC,L7464955,35.2363391,-75.6048032,Traveling,TRUE,2018-05-28,5.5,113,0.531,2,0,0,0,NA,0,train
G3247431,"obs286932,obs1110979,obs1109193","S46090684,S46176569,S46176578",US-MS,L7480750,32.841722,-88.531612,Stationary,TRUE,2018-05-28,6.4,6,0,4,0,0,0,NA,0,train
G3247430,"obs286932,obs1110979,obs1109193","S46090928,S46176567,S46176576",US-MS,L7480803,32.838588,-88.545563,Stationary,TRUE,2018-05-28,6.75,6,0,1,0,0,0,NA,0,train
G3239939,"obs413916,obs415085,obs901597","S46091176,S46097662,S46134714",US-VA,L3625080,36.896076,-76.128796,Stationary,TRUE,2018-05-28,7.5,43,0,3,0,0,0,NA,0,train
G3247429,"obs286932,obs1110979,obs1109193","S46091975,S46176565,S46176573",US-MS,L7481020,32.842601,-88.560511,Stationary,TRUE,2018-05-28,7.616666666666667,6,0,2,0,0,0,NA,0,train
G3247428,"obs286932,obs1110979,obs1109193","S46092249,S46176562,S46176572",US-MS,L7481076,32.840971,-88.578749,Stationary,TRUE,2018-05-28,7.933333333333334,5,0,1,0,0,1,NA,0,train
G3247427,"obs286932,obs1110979,obs1109193","S46093006,S46176560,S46176571",US-MS,L7481215,32.848912,-88.574298,Stationary,TRUE,2018-05-28,8.366666666666667,5,0,1,0,0,0,NA,0,train
G3240381,"obs361533,obs800924","S46093964,S46102515",US-NC,L7479167,36.288287,-75.804816,Traveling,TRUE,2018-05-28,8.15,120,2.516,2,0,0,0,NA,0,train
G3290823,"obs585037,obs339800","S46094179,S46637689",US-GA,L6004908,31.2763842,-81.2945309,Stationary,TRUE,2018-05-28,10.133333333333333,8,0,1,0,0,0,NA,0,train
G3290824,"obs585037,obs339800","S46094463,S46637693",US-GA,L6004898,31.276972,-81.2931027,Stationary,TRUE,2018-05-28,10.333333333333334,6,0,1,0,3,0,NA,0,train
G3242987,"obs34276,obs335351","S46094819,S46126983",US-NC,L5723099,35.8905668,-75.6635553,Traveling,TRUE,2018-05-28,9,40,0.402,2,0,0,0,NA,0,train
G3290825,"obs585037,obs339800","S46094875,S46637696",US-GA,L6004887,31.2823608,-81.2915041,Stationary,TRUE,2018-05-28,10.55,6,0,1,0,2,0,NA,0,train
G3245312,"obs765221,obs759004","S46095168,S46150328",US-SC,L5894665,32.155173,-80.726077,Traveling,TRUE,2018-05-28,9.85,52,0.338,2,0,0,0,NA,0,train
G3290826,"obs585037,obs339800","S46095217,S46637699",US-GA,L6001315,31.2841739,-81.2911479,Stationary,TRUE,2018-05-28,10.733333333333333,5,0,1,0,30,0,NA,0,train
G3239720,"obs358201,obs358186","S46095319,S46095320",US-NC,L365399,35.254639,-75.52154,Traveling,TRUE,2018-05-28,9.783333333333333,63,1.384,2,0,0,0,NA,0,train
G3242847,"obs325596,obs204642","S46095361,S46125306",US-GA,L353074,32.8388,-83.6077,Traveling,TRUE,2018-05-28,9.166666666666666,100,2.816,2,0,0,0,NA,0,train
G3290827,"obs585037,obs339800","S46095642,S46637701",US-GA,L6004882,31.2876693,-81.2934307,Stationary,TRUE,2018-05-28,10.9,9,0,1,0,14,0,NA,0,train
G3290829,"obs585037,obs339800","S46096036,S46637707",US-GA,L6004879,31.2862765,-81.2950582,Stationary,TRUE,2018-05-28,11.15,6,0,1,0,4,0,NA,0,train
G3239877,"obs444724,obs365204","S46096673,S46097094",US-FL,L575723,30.4815581,-83.2444811,Traveling,TRUE,2018-05-28,11.016666666666667,30,1.022,2,0,0,0,NA,0,train
G3241811,"obs359524,obs324339","S46098008,S46117304",US-SC,L301106,33.456097,-80.74319,Traveling,TRUE,2018-05-28,10,120,4.828,2,0,0,0,NA,0,train
G3247426,"obs286932,obs1110979","S46098054,S46176555",US-MS,L7482092,32.551235,-89.681671,Stationary,TRUE,2018-05-28,10.766666666666667,23,0,4,0,0,0,NA,0,train
G3240157,"obs46400,obs241122","S46099746,S46099777",US-FL,L1125737,30.5517287,-81.7335176,Traveling,TRUE,2018-05-28,9.25,200,4.828,2,0,0,0,NA,0,train
G3240200,"obs242025,obs433449","S46099843,S46100469",US-FL,L1865408,30.4622915,-87.3852814,Traveling,TRUE,2018-05-28,6.5,255,3.219,2,0,0,0,NA,0,train
G3245313,"obs765221,obs759004","S46101748,S46150331",US-SC,L6427379,32.1871386,-80.7201057,Stationary,TRUE,2018-05-28,13.95,3,0,2,0,0,0,NA,0,train
G3240401,"obs198002,obs364856","S46102472,S46102661",US-NC,L5820427,35.069174,-79.55389,Traveling,TRUE,2018-05-25,17.583333333333332,45,1.127,2,0,0,0,NA,0,train
G3240638,"obs198002,obs364856","S46102711,S46105639",US-NC,L5753070,34.99306,-79.52667,Traveling,TRUE,2018-05-25,18.583333333333332,110,3.219,2,3,0,0,NA,0,train
G3240948,"obs878302,obs1019302","S46102738,S46170040",US-FL,L5502978,30.5967324,-87.3064399,Traveling,TRUE,2018-05-28,8,150,3.219,2,0,0,0,NA,0,train
G3240633,"obs198002,obs364856","S46103186,S46105610",US-NC,L7483061,34.98187,-79.51128,Traveling,TRUE,2018-05-25,19.5,40,3.219,2,0,0,0,NA,0,train
G3240635,"obs198002,obs364856","S46103605,S46105619",US-NC,L5820427,35.069174,-79.55389,Traveling,TRUE,2018-05-26,15.833333333333334,50,1.127,2,0,0,0,NA,0,train
G3240636,"obs198002,obs364856","S46103915,S46105627",US-NC,L7483061,34.98187,-79.51128,Traveling,TRUE,2018-05-26,18,45,1.609,2,0,0,0,NA,0,train
G3240631,"obs198002,obs364856","S46104514,S46105598",US-NC,L5820427,35.069174,-79.55389,Traveling,TRUE,2018-05-27,11.416666666666666,40,1.127,2,0,0,0,NA,0,train
G3240629,"obs198002,obs364856","S46104836,S46105583",US-NC,L5753070,34.99306,-79.52667,Traveling,TRUE,2018-05-27,17.366666666666667,48,3.219,2,0,0,0,NA,0,train
G3240627,"obs198002,obs364856","S46105133,S46105580",US-NC,L7483061,34.98187,-79.51128,Traveling,TRUE,2018-05-27,18.166666666666668,65,1.609,2,0,0,0,NA,0,train
G3240625,"obs198002,obs364856","S46105503,S46105565",US-NC,L5820427,35.069174,-79.55389,Traveling,TRUE,2018-05-28,6.75,45,1.127,2,0,0,1,NA,0,train
G3241613,"obs725487,obs344943,obs176061,obs674239,obs601785","S46106161,S46115958,S46126810,S46127032,S48971998",US-VA,L718829,37.414,-76.7147,Traveling,TRUE,2018-05-28,9,165,4.023,6,0,0,0,NA,0,train
G3257656,"obs361533,obs800924","S46107711,S46292284",US-NC,L7524409,36.2843,-75.801124,Traveling,TRUE,2018-05-28,15.65,60,3.798,2,0,0,0,NA,0,train
G3240851,"obs358201,obs358186","S46107806,S46107807",US-NC,L2723507,35.2364534,-75.5286992,Traveling,TRUE,2018-05-28,11.566666666666666,66,2.527,2,0,0,0,NA,0,train
G3245314,"obs765221,obs759004","S46110843,S46150332",US-SC,L109523,32.2440053,-80.7660074,Traveling,TRUE,2018-05-28,14.5,201,3.412,2,0,300,0,NA,0,train
G3241994,"obs350162,obs496807","S46114341,S46118815",US-VA,L3450133,36.8639362,-76.1008774,Stationary,TRUE,2018-05-28,18.5,20,0,2,0,0,0,NA,0,train
G3241798,"obs295637,obs943480","S46117241,S46117254",US-SC,L2025528,33.0783812,-80.0105014,Stationary,TRUE,2018-05-28,20.333333333333332,10,0,2,0,0,0,NA,0,train
